,PickUp,Drop,Bus_Type,From_To,Rating,Price,State
3042,Kalasipalyam,Mulbagal,NON A/C Sleeper (2+1),bangalore-to-madanapalli,3.2,599.0,APRTC
3043,Chandapura,Madanapalle,NON A/C Sleeper (2+1),bangalore-to-madanapalli,3.3,499.0,APRTC
3044,Kalasipalyam,Angallu,Non A/C Seater / Sleeper (2+1),bangalore-to-madanapalli,4.1,550.0,APRTC
3045,Marathahalli,Madanapalle,Non A/C Seater / Sleeper (2+1),bangalore-to-madanapalli,3.0,4999.0,APRTC
3046,Hoskote,Madanapalle,A/C Sleeper (2+1),bangalore-to-madanapalli,2.9,799.0,APRTC
3047,Madanapalle,KR Puram,A/C Sleeper (2+1),madanapalli-to-bangalore,3.3,1100.0,APRTC
3048,Madanapalle,Chandapura,Scania Multi-Axle AC Semi Sleeper (2+2),madanapalli-to-bangalore,3.3,499.0,APRTC
3049,Madanapalle,Ramamurthy Nagar,Non A/C Seater / Sleeper (2+1),madanapalli-to-bangalore,3.5,3000.0,APRTC
3050,Madanapalle,Chandapura,Scania Multi-Axle AC Semi Sleeper (2+2),madanapalli-to-bangalore,3.3,550.0,APRTC
3051,Madanpalli,Chandapura,Non A/C Seater / Sleeper (2+1),madanapalli-to-bangalore,4.4,599.0,APRTC
3052,Madanapalle,Chandapura,A/C Sleeper (2+1),madanapalli-to-bangalore,3.3,2000.0,APRTC
3053,Mulbagal,KR Puram,A/C Seater / Sleeper (2+1),madanapalli-to-bangalore,3.0,5000.0,APRTC
3054,Mulbagal,Kalasipalyam,NON A/C Seater/ Sleeper (2+1),madanapalli-to-bangalore,1.4,650.0,APRTC
3055,Mulbagal,Hoskote,NON A/C Sleeper (2+1),madanapalli-to-bangalore,1.4,850.0,APRTC
3056,Madanapally,Silk Board,A/C Seater / Sleeper (2+1),madanapalli-to-bangalore,2.6,849.0,APRTC
3057,Rajamahendravaram,DWARAKA BUS STATION VSP,Lahari Non A/C Sleeper Cum Seater,rajahmundry-to-visakhapatnam,2.1,348.0,APRTC
3058,Gokavaram Bus Stand, Vizag,Electric A/C Seater (2+2),rajahmundry-to-visakhapatnam,4.3,380.0,APRTC
3059,Vemagiri Junction, Vizag,Electric A/C Seater/Sleeper (2+1),rajahmundry-to-visakhapatnam,3.6,380.0,APRTC
3060,Morampudi Junction,RTC Complex,A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.9,650.0,APRTC
3061,Morampudi Junction,Lankala Palem,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,4.0,420.0,APRTC
3062,Gokavaram Bus Stand, Vizag,Electric A/C Seater/Sleeper (2+1),rajahmundry-to-visakhapatnam,3.8,427.0,APRTC
3063,Diwaan Chervu,Gurudwar,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.1,450.0,APRTC
3064,Morampudi Junction,Kommadi,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.1,500.0,APRTC
3065,Morampudi Junction,Kurmanipalem,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.7,495.0,APRTC
3066,Diwaan Chervu,Gajuwaka,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.8,463.0,APRTC
3067,KADIYAPULANKA,Anandapuram,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.7,450.0,APRTC
3068,Morampudi Junction,Kurmanipalem,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.1,450.0,APRTC
3069,Diwaan Chervu,Gurudwar,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.1,500.0,APRTC
3070,Morampudi Junction,Maddilapalem Highway,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,4.0,420.0,APRTC
3071,Diwaan Chervu,RTC Complex,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.1,444.0,APRTC
3072,Lalachervu,Kommadi,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.3,500.0,APRTC
3073,Morampudi Junction,Maddilapalem Highway,A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,4.0,524.0,APRTC
3075,Diwaan Chervu,Kommadi,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.1,500.0,APRTC
3076,Diwaan Chervu,Kurmanipalem,A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.0,500.0,APRTC
3077,Morampudi Junction,KURMANIPALAM,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,4.0,420.0,APRTC
3078,Diwaan Chervu,Maddilapalem Highway,A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,4.0,643.0,APRTC
3079,Morampudi Junction,Madhurawada,A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.1,525.0,APRTC
3080,Diwaan Chervu,Sheela Nagar,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.4,499.0,APRTC
3081,Diwaan Chervu,RTC Complex,NON A/C Sleeper (2+1),rajahmundry-to-visakhapatnam,3.4,555.0,APRTC
3082,Diwaan Chervu,Gurudwar,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,4.0,420.0,APRTC
3083,Diwaan Chervu,KURMANIPALAM,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,4.0,420.0,APRTC
3085,Gokavaram Bus Stand, Vizag,Electric A/C Seater (2+2),rajahmundry-to-visakhapatnam,2.5,380.0,APRTC
3086,Morampudi Junction,Kurmanipalem,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,2.8,499.0,APRTC
3087,Diwaan Chervu,Gurudwar,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,2.5,610.0,APRTC
3088,Diwaan Chervu,Lankala Palem,A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.9,1200.0,APRTC
3089,Diwaan Chervu,Maddilapaiam,A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.5,1490.0,APRTC
3090,Diwaan Chervu,Maddilapaiam,NON AC Seater / Sleeper 2+1,rajahmundry-to-visakhapatnam,3.5,1490.0,APRTC
3091,Diwaan Chervu,Gajuwaka,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,3.1,2850.0,APRTC
3092,Lala Cheruvu,Rama Talkies,Non A/C Seater / Sleeper (2+1),rajahmundry-to-visakhapatnam,2.8,1568.0,APRTC
3093,Nandyala,Panjagutta,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.3,800.0,APRTC
3094,Nandyala,Panjagutta,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.4,800.0,APRTC
3095,Dwarka Circle,Nizampet,A/C Sleeper (2+1),nandyala-to-hyderabad,4.4,1100.0,APRTC
3096,Nandyala,Lakdikapul,A/C Sleeper (2+1),nandyala-to-hyderabad,4.0,800.0,APRTC
3097,Nunepally bridge,Beeramguda,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.2,650.0,APRTC
3098,Nandyala,Kukatpally,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.9,799.0,APRTC
3099,Nandyala,Shamshabad,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.8,799.0,APRTC
3100,noonepalli flyover,Ameerpet,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.0,800.0,APRTC
3101,Bommalasatram,Jeedimetla,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.8,800.0,APRTC
3102,BOMMALASATRAM,Vanasthalipuram,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.8,800.0,APRTC
3103,Bommalasataram,Erragadda,A/C Sleeper (2+1),nandyala-to-hyderabad,5.0,930.0,APRTC
3104,Muncipal Office,Moosapet,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.8,799.0,APRTC
3105,Nandyala,Kukatpally,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.5,4000.0,APRTC
3106,nandyala,Kondapur,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.5,750.0,APRTC
3107,Nandyala,Vanasthalipuram,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.3,799.0,APRTC
3108,Indu Travels,Kukatpally,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.8,800.0,APRTC
3109,Bommalasataram,Lakdikapul,A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.3,700.0,APRTC
3110,Nandyala (Bypass),Afzalgunj,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.7,700.0,APRTC
3111,Bommalasatram,Kachiguda,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.8,800.0,APRTC
3112,Nandyal bommalasatram,Gachibowli,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.5,850.0,APRTC
3113,Shanthiram Medical clg,Shamshabad,A/C Sleeper (2+1),nandyala-to-hyderabad,4.9,1200.0,APRTC
3114,Nunepalli Bridge,Vanasthalipuram,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.9,799.0,APRTC
3115,Nandyala,Bharat Nagar,A/C Sleeper (2+1),nandyala-to-hyderabad,3.7,1200.0,APRTC
3116,Nandyala,Miyapur,A/C Sleeper (2+1),nandyala-to-hyderabad,4.1,1100.0,APRTC
3117,Bommalasataram,Moosapet,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.2,620.0,APRTC
3118,Bommalasataram,Ameerpet,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.3,900.0,APRTC
3119,Bommalasataram,Lakdikapul,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.5,620.0,APRTC
3120,Nandyal,Shamshabad,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.0,699.0,APRTC
3121,Shanthiram Medical clg,Moosapet,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.3,620.0,APRTC
3122,Nandyala Bypass,Bharat Nagar,A/C Sleeper (2+1),nandyala-to-hyderabad,3.3,1100.0,APRTC
3123,Nandyala,Mehdipatnam,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,2.2,650.0,APRTC
3124,Bommala satram,Shamshabad,A/C Sleeper (2+1),nandyala-to-hyderabad,2.3,950.0,APRTC
3125,Bommalasatram,Miyapur,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,2.0,749.0,APRTC
3126,Nandyala,Erragadda,A/C Sleeper (2+1),nandyala-to-hyderabad,1.2,3000.0,APRTC
3127,Bommalasataram,Vanasthalipuram,NON A/C Sleeper (2+1),nandyala-to-hyderabad,4.4,800.0,APRTC
3128,Bommala Satram,Erragadda,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.9,665.0,APRTC
3129,Nandyala,Miyapur,NON A/C Seater/ Sleeper (2+1),nandyala-to-hyderabad,4.0,650.0,APRTC
3130,Nunapalle Bridge,CBS,A/C Sleeper (2+1),nandyala-to-hyderabad,3.8,1099.0,APRTC
3131,Nandyala,Panjagutta,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,4.0,700.0,APRTC
3132,Bommalasatram,Miyapur,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.2,1100.0,APRTC
3133,Bommalasatram,Kachiguda,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.2,750.0,APRTC
3134,Nandyala,SR Nagar,A/C Sleeper (2+1),nandyala-to-hyderabad,3.0,1283.0,APRTC
3135,Nunepalli Bridge,Bharat Nagar,Non A/C Seater / Sleeper (2+1),nandyala-to-hyderabad,3.1,750.0,APRTC
3136,Nandyala,Miyapur,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),nandyala-to-hyderabad,3.8,1199.0,APRTC
3137,Bommala satram,Shamshabad,NON A/C Sleeper (2+1),nandyala-to-hyderabad,2.3,900.0,APRTC
3138,Netaji Circle Banglow,KR Market,NON A/C Seater (2+3),rayachoti-to-bangalore,3.0,280.0,APRTC
3139,Netaji Circle Banglow,Old Airport Road,A/C Sleeper (2+1),rayachoti-to-bangalore,4.1,900.0,APRTC
3140,Rayachoti,Chandapura,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,3.2,950.0,APRTC
3141,Rayachoti,Tin Factory,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,4.5,750.0,APRTC
3142,Rayachoty,Chandapura,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,3.7,750.0,APRTC
3143,Rayachoti Bus Stand,Kalasipalyam,NON A/C Seater/ Sleeper (2+1),rayachoti-to-bangalore,4.2,699.0,APRTC
3144,Rayachoty,Bommasandra,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,4.3,799.0,APRTC
3145,Rayachoty,Bellandur,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,3.2,800.0,APRTC
3146,Rayachoti,Marathahalli,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,3.8,950.0,APRTC
3147,Rayachoti,Konappana Agrahara,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,4.3,600.0,APRTC
3148,Rayachoti,Tin Factory,A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,3.8,820.0,APRTC
3149,Rayachoti,Chandapura,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,4.0,900.0,APRTC
3150,Rayachoti,Chandapura,A/C Sleeper (2+1),rayachoti-to-bangalore,4.2,880.0,APRTC
3151,Rayachoti,Kalasipalyam,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,3.8,699.0,APRTC
3152,Rayachoti,Marathahalli,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,4.0,600.0,APRTC
3153,Rayachoti,Chandapura,A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,3.8,900.0,APRTC
3154,Netaji Circle Banglow,KR Market,NON A/C Seater (2+3),rayachoti-to-bangalore,2.4,280.0,APRTC
3155,Rayachoti,Avalahalli Flyover,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,2.5,800.0,APRTC
3156,Rayachoty,Tin Factory,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,2.9,800.0,APRTC
3157,Rayachoti,Nagavara,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,2.5,750.0,APRTC
3158,Rayachoty,Tin Factory,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,1.6,800.0,APRTC
3159,Rayachoti,Kalasipalyam,A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,3.8,4000.0,APRTC
3160,Rayachoty,Kalasipalyam,NON A/C Sleeper (2+1),rayachoti-to-bangalore,4.0,999.0,APRTC
3161,Rayachoty,Silk Board,A/C Sleeper (2+1),rayachoti-to-bangalore,3.1,1100.0,APRTC
3162,Rayachoty,Tin Factory,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,3.0,4999.0,APRTC
3163,Rayachoti,T C Palya,Non A/C Seater / Sleeper (2+1),rayachoti-to-bangalore,2.9,1090.0,APRTC
3164,Kurnool,Nampally,Non AC Seater (2+2),kurnool-to-hyderabad,3.9,550.0,APRTC
3165,Kurnool Bellary chow-rasta,Miyapur,A/C Sleeper (2+1),kurnool-to-hyderabad,3.8,799.0,APRTC
3166,Kurnool Bellary Chowrastha,SHAMSHABAD,Non A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,4.3,400.0,APRTC
3167,Bellary X Roads,Miyapur,Non A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,3.8,750.0,APRTC
3168,Bellary X Road,Vanasthalipuram,Non A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,4.6,800.0,APRTC
3169,Kurnool,Miyapur,NON A/C Executive (2+1),kurnool-to-hyderabad,3.8,550.0,APRTC
3170,Bellary X Road,LB Nagar,Non A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,4.6,900.0,APRTC
3171,Bellary X Road,Panjagutta,Non A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,4.6,850.0,APRTC
3172,Bellary X Roads,Kachiguda,Non A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,4.3,750.0,APRTC
3173,Checkpost,Lakdikapul,Non A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,3.0,460.0,APRTC
3174,Bellary chowrasta,Nizampet,A/C Sleeper (2+1),kurnool-to-hyderabad,3.7,765.0,APRTC
3175,Kurnool,Kukatpally,A/C Sleeper (2+1),kurnool-to-hyderabad,3.8,800.0,APRTC
3176,Kurnool,Beeramguda,Non A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,3.7,650.0,APRTC
3177,Kurnool,Malakpet,A/C Sleeper (2+1),kurnool-to-hyderabad,3.3,999.0,APRTC
3178,Kurnool,Bharat Nagar,Non A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,3.5,750.0,APRTC
3179,Bellary Chowrasta Below Fly O...,Panjagutta,A/C Sleeper (2+1),kurnool-to-hyderabad,4.1,799.0,APRTC
3180,Kurnool,Miyapur,A/C Sleeper (2+1),kurnool-to-hyderabad,3.5,1090.0,APRTC
3181,Kurnool,Beeramguda,VE A/C Sleeper (2+1),kurnool-to-hyderabad,4.6,833.0,APRTC
3182,Bellary chowrasta,Mehdipatnam,A/C Sleeper (2+1),kurnool-to-hyderabad,2.3,990.0,APRTC
3183,Kurnool,Lakdikapul,Bharat Benz A/C Seater /Sleeper (2+1),kurnool-to-hyderabad,1.7,854.0,APRTC
3184,Kurnool,Miyapur,NON A/C Sleeper (2+1),kurnool-to-hyderabad,2.9,749.0,APRTC
3185,Bellary chowrasta,Mehdipatnam,Scania AC Multi Axle Sleeper (2+1),kurnool-to-hyderabad,2.6,790.0,APRTC
3186,Bellary Chowrasta,MEHDIPATNAM,Bharat Benz A/C Seater /Sleeper (2+1),kurnool-to-hyderabad,3.7,1799.0,APRTC
3187,BALLARY CHOWRASTHA,Nizampet,NON AC Seater / Sleeper 2+1,kurnool-to-hyderabad,3.5,2375.0,APRTC
3188,Kurnool,Malakpet,A/C Seater / Sleeper (2+1),kurnool-to-hyderabad,4.3,1100.0,APRTC
3189,Bellary X Roads,Bharat Nagar,A/C Sleeper (2+1),kurnool-to-hyderabad,3.2,1100.0,APRTC
3190,Bellary X Road,Bharat Nagar,A/C Sleeper (2+1),kurnool-to-hyderabad,4.6,1200.0,APRTC
3191,Kurnool,Miyapur,A/C Sleeper (2+1),kurnool-to-hyderabad,1.9,1100.0,APRTC
3192,Near College Circle,Silk Board,Non A/C Seater / Sleeper (2+1),kadiri-to-bangalore,1.6,550.0,APRTC
3193,Kadiri,Nagavara,Non A/C Seater / Sleeper (2+1),kadiri-to-bangalore,3.0,950.0,APRTC
3194,Kadiri,Silk Board,Non A/C Seater / Sleeper (2+1),kadiri-to-bangalore,4.2,800.0,APRTC
3195,Kadiri,Kalasipalyam,Non A/C Seater / Sleeper (2+1),kadiri-to-bangalore,3.7,1200.0,APRTC
3196,Kadiri,Nagavara,Non A/C Seater / Sleeper (2+1),kadiri-to-bangalore,2.9,699.0,APRTC
3197,Kadiri,Bommasandra,Non A/C Seater / Sleeper (2+1),kadiri-to-bangalore,3.5,899.0,APRTC
3198,Kadiri,Bommasandra,Non A/C Seater / Sleeper (2+1),kadiri-to-bangalore,2.9,1999.0,APRTC
3199,Kadiri,Kalasipalyam,Non A/C Seater / Sleeper (2+1),kadiri-to-bangalore,2.9,850.0,APRTC
3200,Rama Talkies,Lalacheruvu,Volvo 9600 Multi-Axle A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,4.3,749.0,APRTC
3201,NAD Junction,Gokavaram Bus Stand,Electric A/C Seater (2+2),visakhapatnam-to-rajahmundry,4.5,362.0,APRTC
3202,"RTC Bus Stand, Vizag",Vemagiri Junction,Electric A/C Seater/Sleeper (2+1),visakhapatnam-to-rajahmundry,4.1,329.0,APRTC
3203,RTC Complex,Diwaan Chervu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,799.0,APRTC
3204,Kurmanipalem,Godavari Institute Of Enginee,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,4.6,785.0,APRTC
3205,Sheela Nagar,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.2,474.0,APRTC
3206,Anandapuram,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.6,799.0,APRTC
3207,Rama Talkies,Gokavaram Bus Stand,A/C Seater/Sleeper (2+1),visakhapatnam-to-rajahmundry,4.3,500.0,APRTC
3208,Madhurawada,Rajamahendravaram,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.6,405.0,APRTC
3209,Rama Talkies,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.3,590.0,APRTC
3210,Gajuwaka,Rajamahendravaram,NON A/C Hi-Tech Push Back (2+2),visakhapatnam-to-rajahmundry,3.6,450.0,APRTC
3211,Rama Talkies,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.3,500.0,APRTC
3212,Maddilapalem Highway,Diwaan Chervu,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,799.0,APRTC
3214,Sheela Nagar,Diwaan Chervu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,4.5,749.0,APRTC
3215,Satyam Junction,Diwaan Chervu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,4.0,799.0,APRTC
3216,Rama Talkies,Lala Cheruvu,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,720.0,APRTC
3217,RTC Complex,Diwan Cheruvu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,690.0,APRTC
3218,Anandhapuram,diwaan chervu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,700.0,APRTC
3219,Yandada,DIVANCHERUVU HIWAY,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.9,470.0,APRTC
3220,"RTC Bus Stand, Vizag",Gokavaram Bus Stand,Electric A/C Seater/Sleeper (2+1),visakhapatnam-to-rajahmundry,3.6,427.0,APRTC
3221,Kommadi,DIVANCHERUVU HIWAY,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.9,420.0,APRTC
3222,Anandhapuram,diwaan chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,450.0,APRTC
3223,"RTC Bus Stand, Vizag",Gokavaram Bus Stand,Electric A/C Seater (2+2),visakhapatnam-to-rajahmundry,3.6,299.0,APRTC
3224,Maddilapalem Highway,Morampudi Junction,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,450.0,APRTC
3225,Madhurawada,Diwaan Chervu,NON A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,3.7,549.0,APRTC
3226,Maddilapalem Highway,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,500.0,APRTC
3227,Kommadi,DIVANCHERUVU HIWAY,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.9,505.0,APRTC
3228,Madhurawada,Lala Cheruvu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.1,444.0,APRTC
3229,Kommadi,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,500.0,APRTC
3230,Madhurawada,Lala Cheruvu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.7,495.0,APRTC
3231,MADDILAPALEM,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,550.0,APRTC
3232,"RTC Bus Stand, Vizag",Gokavaram Bus Stand,Electric A/C Seater/Sleeper (2+1),visakhapatnam-to-rajahmundry,3.6,362.0,APRTC
3233,Madhurawada,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,499.0,APRTC
3234,RTC Complex,Morampudi Junction,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,450.0,APRTC
3235,Kommadi,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,450.0,APRTC
3236,Madhurawada,Morampudi Junction,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.7,495.0,APRTC
3237,Iisukathota,Diwaan Chervu,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,667.0,APRTC
3239,Rama Talkies,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,450.0,APRTC
3240,Rama Talkies,Devan Cheruvu,NON A/C Seater/ Sleeper (2+1),visakhapatnam-to-rajahmundry,3.6,555.0,APRTC
3242,Rama Talkies,Kotipalli,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,500.0,APRTC
3243,Madhurawada,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,4.7,450.0,APRTC
3244,Gurudwar,Diwaan Chervu,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.1,472.0,APRTC
3245,RTC Complex,Diwaan Chervu,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.4,499.0,APRTC
3246,Gajuwaka,Rajamahendravaram,NON A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,3.6,630.0,APRTC
3247,Kommadi,Diwaan Chervu,NON AC Seater / Sleeper 2+1,visakhapatnam-to-rajahmundry,3.5,770.0,APRTC
3248,Madhurawada,Morampudi Junction,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,553.0,APRTC
3250,Rama Talkies,Kotipalli,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,509.0,APRTC
3251,RTC Complex,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,450.0,APRTC
3252,Maddilapalem Highway,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.8,518.0,APRTC
3253,"RTC Bus Stand, Vizag",Gokavaram Bus Stand,Electric A/C Seater/Sleeper (2+1),visakhapatnam-to-rajahmundry,4.2,362.0,APRTC
3254,RTC Complex,Lala Cheruvu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.1,499.0,APRTC
3255,Akkayapalem,Lala Cheruvu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.6,600.0,APRTC
3256,Seethammapeta,Morampudi Junction,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.6,600.0,APRTC
3257,Seethammapeta,Lala Cheruvu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.6,790.0,APRTC
3258,Seethammapeta,Gsl Medical College,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.6,790.0,APRTC
3259,Rama Talkies,Gokavaram Bus Stand,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.8,850.0,APRTC
3260,Madhurawada,Diwaan Chervu,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,2.9,360.0,APRTC
3261,Rama Talkies,Diwaan Chervu,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,2.9,360.0,APRTC
3262,Rama Talkies,Diwaan Chervu,Volvo A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.9,530.0,APRTC
