,PickUp,Drop,Bus_Type,From_To,Rating,Price,State
233,Moula Ali (Pickup VanBus),Ongole,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),hyderabad-to-ongole,4.3,800.0,TSRTC
234,Miyapur,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,4.0,637.0,TSRTC
235,Suraram,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,4.1,450.0,TSRTC
236,Ambethkar Nagar,RTC Bus Stand,NON A/C Semi Sleeper / Sleeper (2+1),hyderabad-to-ongole,3.8,500.0,TSRTC
237,Chanda Nagar,RTC Bus Stand,Volvo Multi-Axle A/C Sleeper (2+1),hyderabad-to-ongole,3.6,720.0,TSRTC
238,"ashok nagar, near jyothi theater",Mangamuru,NON A/C Seater/ Sleeper (2+1),hyderabad-to-ongole,3.3,450.0,TSRTC
239,Miyapur,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,3.4,677.0,TSRTC
240,Tarnaka,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.4,500.0,TSRTC
241,Lingampalli (Pickup Van/Bus),RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.8,409.0,TSRTC
242,Madhapur,Ongole,Volvo Multi-Axle A/C Sleeper (2+1),hyderabad-to-ongole,3.3,900.0,TSRTC
243,Miyapur,RTC Bus Stand,A/C Semi Sleeper / Sleeper (2+1),hyderabad-to-ongole,3.2,500.0,TSRTC
244,Chanda Nagar,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.1,450.0,TSRTC
245,Gandi Maisamma,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.3,427.0,TSRTC
246,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,4.1,808.0,TSRTC
247,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.9,400.0,TSRTC
248,Bhel,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.0,450.0,TSRTC
249,Hydernagar,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.0,504.0,TSRTC
250,Bharat Nagar,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,4.1,800.0,TSRTC
251,Patancheru,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,3.8,800.0,TSRTC
252,Gandi Maisamma,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.4,660.0,TSRTC
253,Madhapur,Ongole,NON A/C Sleeper (2+1),hyderabad-to-ongole,3.0,600.0,TSRTC
254,saketh towers,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.5,1100.0,TSRTC
255,Beeramguda,Ongole,NON A/C Sleeper (2+1),hyderabad-to-ongole,3.2,618.0,TSRTC
256,Beeramguda,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.6,404.0,TSRTC
257,BANDLAGUDA (KEESARA),Ongole,NON A/C Seater/ Sleeper (2+1),hyderabad-to-ongole,4.0,532.0,TSRTC
258,Tarnaka,Ongole,NON A/C Sleeper (2+1),hyderabad-to-ongole,3.2,700.0,TSRTC
259,Bhel,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.2,399.0,TSRTC
260,Ameerpet,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.1,401.0,TSRTC
261,Jeedimetla,Addanki Bus Stand,Volvo Multi-Axle A/C Sleeper (2+1),hyderabad-to-ongole,4.1,1160.0,TSRTC
262,Miyapur,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.6,405.0,TSRTC
263,Chanda Nagar,Ongole,A/C Sleeper (2+1),hyderabad-to-ongole,3.1,690.0,TSRTC
264,Panjagutta,Ongole,A/C Sleeper (2+1),hyderabad-to-ongole,4.4,900.0,TSRTC
265,Miyapur,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,3.3,700.0,TSRTC
266,Serilingampally,RTC Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-ongole,2.7,1899.0,TSRTC
267,Kothapet,Mangamuru,Volvo Multi-Axle Sleeper A/C (2+1),hyderabad-to-ongole,3.5,900.0,TSRTC
268,Hafeezpet,RTC Bus Stand,A/C Semi Sleeper / Sleeper (2+1),hyderabad-to-ongole,2.8,600.0,TSRTC
269,Gachibowli,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.5,500.0,TSRTC
270,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,4.3,475.0,TSRTC
271,Ecil,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.9,540.0,TSRTC
272,Kukatpally,Mangamuru,A/C Sleeper (2+1),hyderabad-to-ongole,3.7,799.0,TSRTC
273,ilapur kcr buildings,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.7,455.0,TSRTC
274,Patancheru,Ongole,A/C Sleeper (2+1),hyderabad-to-ongole,3.9,900.0,TSRTC
275,Beeramguda,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.7,399.0,TSRTC
276,LB Nagar,Ongole Bypass,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,4.4,781.0,TSRTC
277,Malkajgiri,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.4,500.0,TSRTC
278,Lakdikapul,Pass,A/C Sleeper (2+1),hyderabad-to-ongole,3.7,949.0,TSRTC
279,Bachupally,RTC Bus Stand,NON A/C Hi-Tech Push Back (2+2),hyderabad-to-ongole,3.6,428.0,TSRTC
280,Kukatpalli,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.4,729.0,TSRTC
281,Ecil,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.0,569.0,TSRTC
282,Ameerpet,Mangamuru,A/C Sleeper (2+1),hyderabad-to-ongole,3.3,849.0,TSRTC
283,BANDLAGUDA (KEESARA) (Pickup ...,Addanki Bustand,NON AC Seater / Sleeper 2+1,hyderabad-to-ongole,3.1,846.0,TSRTC
284,Bhel,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.6,455.0,TSRTC
285,Gandi Maisamma,Ongole,A/C Sleeper (2+1),hyderabad-to-ongole,2.7,799.0,TSRTC
286,Dundigal,ongole mangumuru road bypass ,NON A/C Seater/ Sleeper (2+1),hyderabad-to-ongole,2.0,700.0,TSRTC
287,Chanda Nagar,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,1.9,540.0,TSRTC
288,Beeramguda,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,3.0,600.0,TSRTC
289,Bachupally,Ongole Bypass,A/C Sleeper (2+1),hyderabad-to-ongole,2.8,800.0,TSRTC
290,Bandlaguda (Kesara),Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.1,589.0,TSRTC
291,BANDLAGUDA (KEESARA),RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.8,475.0,TSRTC
292,LB Nagar,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,4.3,963.0,TSRTC
293,Gandi Maisamma,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,2.5,660.0,TSRTC
294,Uppal,RTC Bus Stand,NON A/C Hi-Tech Push Back (2+2),hyderabad-to-ongole,2.7,475.0,TSRTC
295,Kukatpally,RTC Bus Stand,NON A/C Seater/ Sleeper (2+1),hyderabad-to-ongole,2.1,600.0,TSRTC
296,LB Nagar,Ongole,A/C Sleeper (2+1),hyderabad-to-ongole,1.7,790.0,TSRTC
297,LB Nagar,Ongole New bypass,Volvo Multi-Axle Sleeper A/C (2+1),hyderabad-to-ongole,2.0,1130.0,TSRTC
298,SR Nagar Pickup van or Bus,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,1.3,801.0,TSRTC
299,Kukatpally,Ongole Bypass,A/C Sleeper (2+1),hyderabad-to-ongole,4.1,900.0,TSRTC
300,Bhel,Addanki Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.3,475.0,TSRTC
301,Gachibowli,Addanki Bus Stand,Volvo Multi-Axle A/C Sleeper (2+1),hyderabad-to-ongole,3.2,900.0,TSRTC
302,Beeramguda,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,3.6,700.0,TSRTC
303,Shaikpet,RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,4.3,499.0,TSRTC
304,Gandi Maisamma,Ongole,A/C Sleeper (2+1),hyderabad-to-ongole,3.7,850.0,TSRTC
305,Beeramguda,Ongole,NON AC Seater / Sleeper 2+1,hyderabad-to-ongole,3.4,474.0,TSRTC
306,Bhel,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.5,404.0,TSRTC
307,Ameerpet,Addanki Bus Stand,Volvo Multi-Axle A/C Sleeper (2+1),hyderabad-to-ongole,3.6,1100.0,TSRTC
308,Gandi Maisamma,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.3,500.0,TSRTC
309,Beeramguda,Ongole,NON A/C Sleeper (2+1),hyderabad-to-ongole,4.4,665.0,TSRTC
310,Madhapur,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.7,560.0,TSRTC
311,Moula Ali,Ongole,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.5,749.0,TSRTC
312,VENKATADRI,Addanki Bus Stand,Non AC Seater (2+2),hyderabad-to-ongole,3.5,722.0,TSRTC
313,Ecil,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,3.1,801.0,TSRTC
314,Gachibowli,Ongole,Volvo Multi Axle B9R A/C Sleeper (2+1),hyderabad-to-ongole,3.5,800.0,TSRTC
315,LB Nagar,RTC Bus Stand,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-ongole,3.4,900.0,TSRTC
316,Miyapur,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.9,406.0,TSRTC
317,Nagole,Pass,Volvo Multi-Axle A/C Sleeper (2+1),hyderabad-to-ongole,3.3,1000.0,TSRTC
318,Miyapur,RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.3,445.0,TSRTC
319,Beeramguda,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,3.3,570.0,TSRTC
320,Ameerpet,Addanki Bus Stand,VE A/C Sleeper (2+1),hyderabad-to-ongole,3.5,800.0,TSRTC
321,Madhapur,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.1,560.0,TSRTC
322,Bhel,Ongole,NON A/C Sleeper (2+1),hyderabad-to-ongole,3.2,865.0,TSRTC
323,Ameerpet,Ongole,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.2,490.0,TSRTC
324,Kukatpally,Mangamuru,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.3,799.0,TSRTC
325,SR Nagar,Mangamuru,A/C Sleeper (2+1),hyderabad-to-ongole,2.6,799.0,TSRTC
326,Suchitra,RTC Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-ongole,2.3,600.0,TSRTC
327,Bhel,Addanki Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.5,475.0,TSRTC
328,Miyapur,ONGOLE bypass,A/C Sleeper (2+1),hyderabad-to-ongole,3.0,3890.0,TSRTC
329,Miyapur,Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,2.7,990.0,TSRTC
330,ilapur kcr buildings,Maddipadu,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.8,455.0,TSRTC
331,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,1.7,380.0,TSRTC
332,Kukatpally,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,1.8,390.0,TSRTC
333,Santhom,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.0,550.0,TSRTC
334,Beeramguda,Addanki Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-ongole,2.5,600.0,TSRTC
335,Ameerpet,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.2,412.0,TSRTC
336,ilapur kcr buildings,Maddipadu,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,1.4,499.0,TSRTC
337,Gandi Maisamma,Mangamuru,A/C Sleeper (2+1),hyderabad-to-ongole,2.5,713.0,TSRTC
338,Secunderabad,Ongole,Volvo Multi Axle B9R A/C Sleeper (2+1),hyderabad-to-ongole,2.3,809.0,TSRTC
339,Serilingampally,Ongole,NON AC Seater / Sleeper 2+1,hyderabad-to-ongole,2.5,1986.0,TSRTC
340,Miyapur,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,1.2,435.0,TSRTC
341,Miyapur,RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.0,650.0,TSRTC
342,Shaikpet,RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.9,499.0,TSRTC
343,Miyapur,RTC Bus Stand,Volvo Multi-Axle A/C Sleeper (2+1),hyderabad-to-ongole,1.6,1000.0,TSRTC
344,Lingampalli (Pickup Van/Bus),RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.8,449.0,TSRTC
345,Beeramguda,Addanki Bustand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.7,3999.0,TSRTC
346,Gandi Maisamma,Ongole,A/C Sleeper (2+1),hyderabad-to-ongole,3.7,999.0,TSRTC
347,Beeramguda,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.7,3000.0,TSRTC
348,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.5,1425.0,TSRTC
349,Gandi Maisamma,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.5,398.0,TSRTC
350,Miyapur,Ongole,NON A/C Sleeper (2+1),hyderabad-to-ongole,3.4,949.0,TSRTC
351,BANDLAGUDA (KEESARA) (Pickup ...,Addanki Bustand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.3,665.0,TSRTC
352,Miyapur,RTC Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-ongole,3.2,665.0,TSRTC
353,Miyapur,Ongole,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,3.0,800.0,TSRTC
354,SR Nagar,Mangamuru,NON A/C Sleeper (2+1),hyderabad-to-ongole,2.8,799.0,TSRTC
355,Kukatpally,Mangamuru,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.8,599.0,TSRTC
356,Hayathnagar,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-ongole,2.7,1650.0,TSRTC
357,ilapur kcr buildings,Maddipadu,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.6,455.0,TSRTC
358,Bhel,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.6,500.0,TSRTC
359,Moosapet,Mangamuru,Volvo Multi-Axle A/C (2+1),hyderabad-to-ongole,2.5,855.0,TSRTC
360,Miyapur,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-ongole,2.0,650.0,TSRTC
361,Beeramguda,Addanki Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-ongole,3.5,1899.0,TSRTC
362,Kothagudem,Erragadda,A/C Sleeper (2+1),kothagudem-to-hyderabad,4.6,880.0,TSRTC
363,Ganesh Temple,Erragadda,A/C Seater / Sleeper (2+1),kothagudem-to-hyderabad,4.7,680.0,TSRTC
364,Kothagudem,Nizampet,A/C Seater / Sleeper (2+1),kothagudem-to-hyderabad,4.4,800.0,TSRTC
365,Kothagudem-Sandeep Tours and ...,SR Nagar,NON A/C Seater/ Sleeper (2+1),kothagudem-to-hyderabad,3.8,700.0,TSRTC
366,Ganesh Temple,Nizampet,A/C Sleeper (2+1),kothagudem-to-hyderabad,4.7,1000.0,TSRTC
367,Kothagudem,SR Nagar,A/C Sleeper (2+1),kothagudem-to-hyderabad,3.4,600.0,TSRTC
368,Ganesh Temple,Hafeezpet,A/C Sleeper (2+1),kothagudem-to-hyderabad,4.5,699.0,TSRTC
369,Kothagudem Madhuvan hotel opp,SR Nagar,Bharat Benz A/C Sleeper (2+1),kothagudem-to-hyderabad,2.8,700.0,TSRTC
370,Kothagudem,Bhel,A/C Sleeper (2+1),kothagudem-to-hyderabad,4.3,780.0,TSRTC
371,Ganesh Temple,Lakdikapul,Non A/C Seater / Sleeper (2+1),kothagudem-to-hyderabad,3.8,750.0,TSRTC
372,Ganesh Temple,Ameerpet,Non A/C Seater / Sleeper (2+1),kothagudem-to-hyderabad,4.1,600.0,TSRTC
373,Kothagudem,Vanasthalipuram,Scania AC Multi Axle Sleeper (2+1),kothagudem-to-hyderabad,2.7,590.0,TSRTC
374,Kothagudem,Beeramguda,Non A/C Seater / Sleeper (2+1),kothagudem-to-hyderabad,4.3,3800.0,TSRTC
375,Ganesh Temple,Lakdikapul,NON A/C Hi-Tech Push Back (2+2),kothagudem-to-hyderabad,3.7,3000.0,TSRTC
376,Lodge Center,Erragadda,A/C Sleeper (2+1),guntur-to-hyderabad,4.7,791.0,TSRTC
377,Pattabhipuram - IntrCity Lounge,Kukatpally,Scania AC Multi Axle Sleeper (2+1),guntur-to-hyderabad,4.6,794.0,TSRTC
378,Pattabhipuram - IntrCity Lounge,LB Nagar,AC Sleeper (2+1),guntur-to-hyderabad,4.5,789.0,TSRTC
379,Pattabhipuram - IntrCity Lounge,SR Nagar,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,4.5,496.0,TSRTC
380,Auto Nagar,Khairatabad,Volvo A/C Semi Sleeper (2+2),guntur-to-hyderabad,4.4,699.0,TSRTC
381,Pattabhipuram - IntrCity Lounge,Lakdikapul,AC Sleeper (2+1),guntur-to-hyderabad,4.5,813.0,TSRTC
382,RTC Bus Stand,Kukatpally,A/C Sleeper (2+1),guntur-to-hyderabad,4.4,857.0,TSRTC
383,"RTC Bus stand, Guntur",LB Nagar,Electric A/C Seater (2+2),guntur-to-hyderabad,4.2,590.0,TSRTC
384,RTC Bus Stand,Lakdikapul,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,4.4,705.0,TSRTC
385,Brindavan Gardens,SR Nagar,A/C Sleeper (2+1),guntur-to-hyderabad,4.2,858.0,TSRTC
386,Brindavan Gardens,SR Nagar,A/C Sleeper (2+1),guntur-to-hyderabad,4.1,777.0,TSRTC
387,Brindavan Gardens,Kukatpally,A/C Sleeper (2+1),guntur-to-hyderabad,4.0,858.0,TSRTC
388,Guntur Busstand,koti,A/C Seater/Sleeper (2+1),guntur-to-hyderabad,3.8,600.0,TSRTC
389,Guntur Busstand,JNTU,Non A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.5,500.0,TSRTC
390,"RTC Bus stand, Guntur",LB Nagar,Electric A/C Seater (2+2),guntur-to-hyderabad,3.5,873.0,TSRTC
391,Guntur,Bhel,Non A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.9,610.0,TSRTC
392,Guntur,LB Nagar,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,4.1,700.0,TSRTC
393,Guntur,LB Nagar,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,4.8,699.0,TSRTC
394,RTC Bus Stand,ESI,Non A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.6,702.0,TSRTC
395,Kakani,Bharat Nagar,Bharat Benz A/C Sleeper (2+1),guntur-to-hyderabad,3.8,1000.0,TSRTC
396,RTC Bus Stand,Nampally,NON A/C Seater/ Sleeper (2+1),guntur-to-hyderabad,3.4,700.0,TSRTC
397,RTC Bus Stand,Bharat Nagar,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.5,800.0,TSRTC
398,Brindavan Gardens,Miyapur,Scania AC Multi Axle Sleeper (2+1),guntur-to-hyderabad,4.0,800.0,TSRTC
399,RTC Bus Stand,Lakdikapul,Volvo Multi-Axle Sleeper A/C (2+1),guntur-to-hyderabad,3.3,900.0,TSRTC
400,RTC Bus Stand,SR Nagar,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.2,549.0,TSRTC
401,RTC Bus Stand,Bharat Nagar,NON A/C Sleeper (2+1),guntur-to-hyderabad,3.5,900.0,TSRTC
402,Brindavan Gardens,Kukatpally,A/C Sleeper (2+1),guntur-to-hyderabad,3.5,700.0,TSRTC
403,Brindavan Gardens,Ameerpet,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.0,600.0,TSRTC
404,JNTU,Ameerpet,Non A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.8,600.0,TSRTC
405,Brindavan Gardens,Ameerpet,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.2,600.0,TSRTC
406,Budampadu,Ameerpet,A/C Sleeper (2+1),guntur-to-hyderabad,3.4,790.0,TSRTC
407,Rtc Bus Stand,Kukatpally,Non A/C Seater / Sleeper (2+1),guntur-to-hyderabad,2.9,699.0,TSRTC
408,GUNTUR,Kukatpally,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.7,684.0,TSRTC
409,RTC Bus Stand,Kothapet,A/C Sleeper (2+1),guntur-to-hyderabad,3.4,790.0,TSRTC
410,Guntur,Miyapur,A/C Sleeper (2+1),guntur-to-hyderabad,3.5,790.0,TSRTC
411,RTC Bus Stand,Vanasthalipuram,A/C Sleeper (2+1),guntur-to-hyderabad,2.5,990.0,TSRTC
412,Brindavan Gardens,Beeramguda,A/C Sleeper (2+1),guntur-to-hyderabad,2.2,790.0,TSRTC
413,RTC Bus Stand,Vanasthalipuram,A/C Sleeper (2+1),guntur-to-hyderabad,2.4,790.0,TSRTC
414,Opp RTC Bus Stand,Panjagutta,Non A/C Seater / Sleeper (2+1),guntur-to-hyderabad,2.8,699.0,TSRTC
415,Guntur,Beeramguda,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,2.3,999.0,TSRTC
416,Brundavan Gadens,LB Nagar,A/C Sleeper (2+1),guntur-to-hyderabad,3.2,3800.0,TSRTC
417,Brindavan Gardens,Kukatpally,Non A/C Seater / Sleeper (2+1),guntur-to-hyderabad,3.0,399.0,TSRTC
418,Rtc Bus Stand,Kukatpally,A/C Sleeper (2+1),guntur-to-hyderabad,2.9,899.0,TSRTC
419,JNTU,Kukatpally,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,2.4,670.0,TSRTC
420,Brindavan Gardens,Gachibowli,A/C Sleeper (2+1),guntur-to-hyderabad,4.1,874.0,TSRTC
421,Kakani,Bharat Nagar,A/C Seater / Sleeper (2+1),guntur-to-hyderabad,2.0,699.0,TSRTC
422,Miyapur,Kakani,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-guntur,4.7,552.0,TSRTC
423,Kukatpally, Guntur,Electric A/C Seater (2+2),hyderabad-to-guntur,4.6,332.0,TSRTC
424,"Kphb Colony,hyderabad",Kakani,AC Sleeper (2+1),hyderabad-to-guntur,4.7,585.0,TSRTC
425,"Kphb Colony,hyderabad",LAM,Scania Multi-Axle AC Semi Sleeper (2+2),hyderabad-to-guntur,4.2,300.0,TSRTC
426,"Kphb Colony,hyderabad",RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-guntur,4.4,340.0,TSRTC
427,Nizampet,Auto Nagar,Volvo A/C Semi Sleeper (2+2),hyderabad-to-guntur,4.4,415.0,TSRTC
428,Ramachandrapuram,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-guntur,4.4,494.0,TSRTC
429,"Kphb Colony,hyderabad",Kakani,AC Sleeper (2+1),hyderabad-to-guntur,4.4,552.0,TSRTC
430,Serilingampally,Brindavan Gardens,A/C Sleeper (2+1),hyderabad-to-guntur,4.3,549.0,TSRTC
431,Moosapet,RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-guntur,4.4,298.0,TSRTC
432,Hitec City,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-guntur,4.3,500.0,TSRTC
433,LB Nagar, Guntur,Electric A/C Seater (2+2),hyderabad-to-guntur,4.2,332.0,TSRTC
434,Madhapur,Guntur,Non A/C Seater / Sleeper (2+1),hyderabad-to-guntur,4.0,450.0,TSRTC
435,Beeramguda,Brindavan Gardens,A/C Sleeper (2+1),hyderabad-to-guntur,4.2,539.0,TSRTC
436,Kukatpally, Guntur,Electric A/C Seater (2+2),hyderabad-to-guntur,3.7,332.0,TSRTC
437,Erragadda,Guntur,A/C Seater/Sleeper (2+1),hyderabad-to-guntur,4.1,500.0,TSRTC
438,Nizampet,Guntur,A/C Seater/Sleeper (2+1),hyderabad-to-guntur,3.5,500.0,TSRTC
439,Miyapur, Boarding Zone,A/C Seater / Sleeper (2+1),hyderabad-to-guntur,3.5,400.0,TSRTC
440,Beeramguda,Guntur,Non A/C Seater / Sleeper (2+1),hyderabad-to-guntur,3.3,405.0,TSRTC
441,Bhel,Guntur,A/C Seater / Sleeper (2+1),hyderabad-to-guntur,4.1,500.0,TSRTC
442,Miyapur,Brindavan Gardens,A/C Sleeper (2+1),hyderabad-to-guntur,3.4,495.0,TSRTC
443,Miyapur,Guntur,A/C Seater / Sleeper (2+1),hyderabad-to-guntur,4.5,400.0,TSRTC
444,Lakdikapul,RTC Bus Stand,Bharat Benz A/C Sleeper (2+1),hyderabad-to-guntur,3.2,700.0,TSRTC
445,Kondapur,RTC Bus Stand,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-guntur,4.1,560.0,TSRTC
446,Bharat Nagar,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-guntur,3.7,499.0,TSRTC
447,Miyapur,RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-guntur,3.2,400.0,TSRTC
448,Miyapur,Rtc Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-guntur,2.7,349.0,TSRTC
449,Lakdikapul,RTC Bus Stand,NON A/C Seater/ Sleeper (2+1),hyderabad-to-guntur,2.8,400.0,TSRTC
450,Lakdikapul,Guntur,Bharat Benz A/C Sleeper (2+1),hyderabad-to-guntur,2.8,700.0,TSRTC
451,Beeramguda,JNTU,Non A/C Seater / Sleeper (2+1),hyderabad-to-guntur,3.0,450.0,TSRTC
452,Kukatpally,RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-guntur,2.8,400.0,TSRTC
453,Beeramguda,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-guntur,2.9,400.0,TSRTC
454,Kukatpally,Brindavan Gardens,A/C Sleeper (2+1),hyderabad-to-guntur,2.4,590.0,TSRTC
455,Miyapur,Rtc Bus Stand,A/C Sleeper (2+1),hyderabad-to-guntur,3.0,499.0,TSRTC
456,Miyapur,RTC Bus Stop,A/C Sleeper (2+1),hyderabad-to-guntur,2.4,950.0,TSRTC
457,Gachibowli,RTC Bus Stand,A/C Semi Sleeper / Sleeper (2+1),hyderabad-to-guntur,3.1,450.0,TSRTC
458,Suchitra,RTC Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-guntur,3.1,600.0,TSRTC
